source_ref,source_type,source_id,title,language,status,approval,text_available,storage,text_size_chars,estimated_chunks,duplicate_group,include,exclude_reason,raw_sha256,content_hash_db,text_sha256
kos:doc_de69397673b9fd34,kos_source_document,doc_de69397673b9fd34,https://carlevana.md/en/wine-tours/,auto,active,active,true,postgres:kos_source_documents.normalized_text,566,1,,include,,,,a23b651753f7a75dcbee77cef2a778f9e2a8e7d2589bacf1714bc19159fa506d
kos:doc_dee0311ba5f229ea,kos_source_document,doc_dee0311ba5f229ea,Cabernet Sauvignon,ru,active,active,true,postgres:kos_source_documents.normalized_text,2552,2,,include,,,09614a66bfeb003141a39775b91de3ea2e6f85de4064c7c4748b510143c9b146,09614a66bfeb003141a39775b91de3ea2e6f85de4064c7c4748b510143c9b146
kos:doc_e1416df8f924edd6,kos_source_document,doc_e1416df8f924edd6,Ziua internațională a soiului Cabernet Sauvignon - Carlevana winery,ru,active,active,true,postgres:kos_source_documents.normalized_text,1356,2,,include,,,caf0efe21104c728e600a28de97594da21ca2a2eccc277eeda12c6be33a7b761,caf0efe21104c728e600a28de97594da21ca2a2eccc277eeda12c6be33a7b761
kos:doc_e1a458117f7e6a69,kos_source_document,doc_e1a458117f7e6a69,https://wine.md/catalog/gifts/cadouri-paste-2020/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1974,1,,include,,,,bbc54c4551b8475090b7f943f67ad4dc112cd373bd66cd36c6f54bb93afbdb8c
kos:doc_e39429fafd33cead,kos_source_document,doc_e39429fafd33cead,https://aurelius.md/en/,auto,active,active,true,postgres:kos_source_documents.normalized_text,55903,1,2,include,,,,9cfeec5337c07a680731fcafc63cc571a733ba7a97f972eb1b4fe71f3570748c
kos:doc_e3a649d45ce04772,kos_source_document,doc_e3a649d45ce04772,Denovie DI FRUCT CHERRY,ru,active,active,true,postgres:kos_source_documents.normalized_text,3382,3,,include,,,5b0cb13f5cc39aaab5548ed1b2141ba11fbf45ecd3ebded1f17999876ab34d5b,5b0cb13f5cc39aaab5548ed1b2141ba11fbf45ecd3ebded1f17999876ab34d5b
kos:doc_e3af27d967d1646e,kos_source_document,doc_e3af27d967d1646e,https://carlevana.md/en/orange-wine-production-technology-historical-background-and-famous-brands/,auto,active,active,true,postgres:kos_source_documents.normalized_text,7944,1,,include,,,,628fcd385c1f990ba6c761738b2caa8c6b6086885e38211d1f06095bcc24c25e
kos:doc_e5050d1447966615,kos_source_document,doc_e5050d1447966615,"Orange wine: tehnologia de producere, excurs istoric, mărci renumite",ru,active,active,true,postgres:kos_source_documents.normalized_text,4323,4,,include,,,9a437c53ef662870645281ca60377de00f4041b7c791c726997f8191e6439408,9a437c53ef662870645281ca60377de00f4041b7c791c726997f8191e6439408
kos:doc_e553595d2ed33ed4,kos_source_document,doc_e553595d2ed33ed4,Cadouri Paste,ru,active,active,true,postgres:kos_source_documents.normalized_text,2483,2,,include,,,e28153c87e4c1530dd427dff0ddfccb2e61ebb565afde3818e50e4fef6d6adc0,e28153c87e4c1530dd427dff0ddfccb2e61ebb565afde3818e50e4fef6d6adc0
kos:doc_e5cd0a7829874d0e,kos_source_document,doc_e5cd0a7829874d0e,https://carlevana.md/ru/muzykalnyy-spektakl-check-up-s-daniloy-kozlovskim-degustaciya/,auto,active,active,true,postgres:kos_source_documents.normalized_text,1550,1,,include,,,,74f3799a72e616c106e2e0607826cacdeae74486f7b959ffdf61510657a17788
kos:doc_e65ff52f04d451f6,kos_source_document,doc_e65ff52f04d451f6,Cricova - Galerie,ru,active,active,true,postgres:kos_source_documents.normalized_text,536,1,,include,,,5f4f334fdc9ea1ebf924c2d7fcc298d8322da0c622bf9a80d11bcc7efb8d3c4a,5f4f334fdc9ea1ebf924c2d7fcc298d8322da0c622bf9a80d11bcc7efb8d3c4a
kos:doc_e834c7195c9a2bab,kos_source_document,doc_e834c7195c9a2bab,https://wine.md/catalog/wine/vinuri-de-colectie/portwein/cojusna-portvein,auto,active,active,true,postgres:kos_source_documents.normalized_text,3413,1,,include,,,,7743bd6715a2c6e597b446b122f5c6e574ff54dbe4860aebc7984f8df3531a5e
kos:doc_e8736d0781795228,kos_source_document,doc_e8736d0781795228,Salcuta Vin | Outstanding Wines,en,active,active,true,postgres:kos_source_documents.normalized_text,3565,3,,include,,,3f03731e90607fcf99cecf72ca51e147b5318c2cdeb3e013dfccca2e2275d06e,3f03731e90607fcf99cecf72ca51e147b5318c2cdeb3e013dfccca2e2275d06e
kos:doc_e91a2956b5f2ac3c,kos_source_document,doc_e91a2956b5f2ac3c,https://wine.md/catalog/wine/vinuri-albe/muscat/,auto,active,active,true,postgres:kos_source_documents.normalized_text,3201,1,,include,,,,0bbe6a3bb132bcfb768e2eb1897dd79944c7fe033594a7a8a8269c65aa9f2d75
kos:doc_e9220d32f2687295,kos_source_document,doc_e9220d32f2687295,https://aurelius.md/ro/producere,auto,active,active,true,postgres:kos_source_documents.normalized_text,55903,1,2,include,,,,9cfeec5337c07a680731fcafc63cc571a733ba7a97f972eb1b4fe71f3570748c
kos:doc_e9d677b0e23ce5fc,kos_source_document,doc_e9d677b0e23ce5fc,https://carlevana.md/degustare-la-spectacolul-lui-masha-mashkova-inostranka/,auto,active,active,true,postgres:kos_source_documents.normalized_text,744,1,,include,,,,a1a73382f0688585ce13bb34fc1b374b1d26b190f16b8683ff11e609b149f682
kos:doc_ea23f874ec8636f2,kos_source_document,doc_ea23f874ec8636f2,Wine Vernissage – 24th edition - Carlevana winery,ru,active,active,true,postgres:kos_source_documents.normalized_text,374,1,,include,,,4aff26e1e5a482ea593a0ad5d8d58960f15fbdee5cf48aca1a0329328353a4d7,4aff26e1e5a482ea593a0ad5d8d58960f15fbdee5cf48aca1a0329328353a4d7
kos:doc_ea3c1c67f8ef734d,kos_source_document,doc_ea3c1c67f8ef734d,Seara creativă a Narinei Abgaryan: „A trăi mai departe” - Carlevana winery,ru,active,active,true,postgres:kos_source_documents.normalized_text,812,1,,include,,,5aad302264e8cfc75bfce1e1f6e6199d19735792b47ddd8d0afbdcc97094de33,5aad302264e8cfc75bfce1e1f6e6199d19735792b47ddd8d0afbdcc97094de33
kos:doc_eadef187264e7364,kos_source_document,doc_eadef187264e7364,https://wine.md/chateau-vartely-select-feteasca-regala-3170,auto,active,active,true,postgres:kos_source_documents.normalized_text,898,1,9,include,,,,7f3c5623513635c3b7bb4cb19a76291f66262b148e5e33f08e3e2eb67b2e55f4
kos:doc_ed7f3816801c027e,kos_source_document,doc_ed7f3816801c027e,Международный день Каберне Совиньон - Carlevana winery,ru,active,active,true,postgres:kos_source_documents.normalized_text,1211,2,,include,,,a9ffffdee5b32591bf67693ec84d7fbdd36034a90443526334e48a73926d2b11,a9ffffdee5b32591bf67693ec84d7fbdd36034a90443526334e48a73926d2b11
kos:doc_eef4b7d74d10e0c5,kos_source_document,doc_eef4b7d74d10e0c5,Spectacol muzical „CHECK-UP” cu Danila Kozlovsky - degustare,ru,active,active,true,postgres:kos_source_documents.normalized_text,801,1,,include,,,dfc5881bf6b0f1d5a7c1f68b9c0723ae53e042809685ec342d73516ede751cb8,dfc5881bf6b0f1d5a7c1f68b9c0723ae53e042809685ec342d73516ede751cb8
kos:doc_f006533d7cdb24df,kos_source_document,doc_f006533d7cdb24df,https://carlevana.md/ru/mezhdunarodnyy-den-kaberne-sovinon/,auto,active,active,true,postgres:kos_source_documents.normalized_text,2439,1,,include,,,,befb7381ccf7496da9d6fe67dbdfd8456e9b489cecb6ade09597ea8b9291e1c4
kos:doc_f4b4c5f3485e5dea,kos_source_document,doc_f4b4c5f3485e5dea,Rhein Riesling: виноград и вино,ru,active,active,true,postgres:kos_source_documents.normalized_text,4226,4,,include,,,a12850ac9b89ac8454e148d86e861cb35efe38abb8357cac0ce0eebb0b956f71,a12850ac9b89ac8454e148d86e861cb35efe38abb8357cac0ce0eebb0b956f71
kos:doc_f4d6ac56541660e3,kos_source_document,doc_f4d6ac56541660e3,Молдавские игристые вина VS Prosecco — Wine and Spirits,ru,active,active,true,postgres:kos_source_documents.normalized_text,10190,1,,include,,,e964492268cf2b77f60554349530dc73822f148aa7ac048b1e5cab9a51b2f7a2,e964492268cf2b77f60554349530dc73822f148aa7ac048b1e5cab9a51b2f7a2
kos:doc_f4d7c7a471f4fed9,kos_source_document,doc_f4d7c7a471f4fed9,Cricova - Beciuri,ru,active,active,true,postgres:kos_source_documents.normalized_text,7202,7,,include,,,0d6817bef8b88aa4020f64d1bd92eb3e5d94994c9ec499c692960092c0c135be,0d6817bef8b88aa4020f64d1bd92eb3e5d94994c9ec499c692960092c0c135be
kos:doc_f5cdc9271ae976ea,kos_source_document,doc_f5cdc9271ae976ea,Wine from Pinot Noir grapes,ru,active,active,true,postgres:kos_source_documents.normalized_text,4980,5,,include,,,f867527090e58044e6688b10468f07ec3eb5ca3a06a34a2689cccb563217d405,f867527090e58044e6688b10468f07ec3eb5ca3a06a34a2689cccb563217d405
kos:doc_f6f1a44f414b1b17,kos_source_document,doc_f6f1a44f414b1b17,Vernisajul Vinului – ediția XXIV - Carlevana winery,ru,active,active,true,postgres:kos_source_documents.normalized_text,348,1,,include,,,c562d361a1dc1e04b57211718ddbb2cced7dc474d1d9ef374290dd4c5a8e574c,c562d361a1dc1e04b57211718ddbb2cced7dc474d1d9ef374290dd4c5a8e574c
kos:doc_f7ede8f9d50060fc,kos_source_document,doc_f7ede8f9d50060fc,https://cricova.md/ro/blog/evenimente,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_f8700fdd2ca36b2e,kos_source_document,doc_f8700fdd2ca36b2e,"Fautor Winery | Moldova | The most awarded Moldovan winery in 2017, 2018, 2019, 2020, 2021 and 2022.",en,active,active,true,postgres:kos_source_documents.normalized_text,7163,6,,include,,,bc06f3d51015590f543b245896cb9adb1ced6c9fb81fdc671c1f95beb46c37d0,bc06f3d51015590f543b245896cb9adb1ced6c9fb81fdc671c1f95beb46c37d0
kos:doc_f9907653dfe4748e,kos_source_document,doc_f9907653dfe4748e,https://carlevana.md/en/wine-moldova/,auto,active,active,true,postgres:kos_source_documents.normalized_text,10383,1,,include,,,,eaa98f9a5f6ff656f79611ff81c62d5cb84b903a3201554a293133f4e558e81b
kos:doc_f9de810436d5fab6,kos_source_document,doc_f9de810436d5fab6,https://cricova.md/ro/vinuri/vinuri/vinuri-de-colectie,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_fa530fab30d1b7c9,kos_source_document,doc_fa530fab30d1b7c9,https://wine.md/catalog/wine/vinuri-roze/cabernet-sauvignon/,auto,active,active,true,postgres:kos_source_documents.normalized_text,3312,1,,include,,,,dfd3b80f6cccc256e1959a618a01353846a2ceda3cfca97957542f8a28bc69ae
kos:doc_fa7b4091cffc69f0,kos_source_document,doc_fa7b4091cffc69f0,https://cricova.md/ro/vinuri/vinuri/prestige,auto,active,active,,postgres:kos_source_documents.normalized_text,0,0,,exclude,text_unavailable,,,
kos:doc_faa6090db4f00222,kos_source_document,doc_faa6090db4f00222,https://carlevana.md/en/wine-vernissage-24th-edition/,auto,active,active,true,postgres:kos_source_documents.normalized_text,718,1,,include,,,,b4bbc661e0109a30073c7603ef01ddc162d70c336173cd097eb770cc4e6ecdd8
kos:doc_fbe755b91c28fc06,kos_source_document,doc_fbe755b91c28fc06,Две премии вину Merlotage,ru,active,active,true,postgres:kos_source_documents.normalized_text,782,1,,include,,,bfe67fcd921b88a732cfb27e73e1e01497c587dd977d202ea753f6a76ecefd38,bfe67fcd921b88a732cfb27e73e1e01497c587dd977d202ea753f6a76ecefd38
kos:doc_fc4077596b664e92,kos_source_document,doc_fc4077596b664e92,Vinuri Rosii,ru,active,active,true,postgres:kos_source_documents.normalized_text,2524,2,,include,,,1afe5ef160f44021a7df6b76e0b7600160a7dcea738229df01b34a79d4cb69bf,1afe5ef160f44021a7df6b76e0b7600160a7dcea738229df01b34a79d4cb69bf
kos:doc_fd881d86f8eb0d44,kos_source_document,doc_fd881d86f8eb0d44,https://wine.md/purcari-negru-de-purcari-2707,auto,active,active,true,postgres:kos_source_documents.normalized_text,467,1,3,include,,,,5e31a4a489d7f669b0bd001cf5a7d10fc5b01e0e9bfb5a99d18f73d1ddec676d
kos:doc_fd973bac48db7a81,kos_source_document,doc_fd973bac48db7a81,Творческий вечер Наринэ Абгарян: «Дальше жить» - Carlevana winery,ru,active,active,true,postgres:kos_source_documents.normalized_text,700,1,,include,,,abe5161baed6a9eeaa9ce575f9cfc81f6332789735b5576dca8e2d2fb267cfb0,abe5161baed6a9eeaa9ce575f9cfc81f6332789735b5576dca8e2d2fb267cfb0
disc:doc_0108ad6d96adacc1,approved_crawled_document,doc_0108ad6d96adacc1,Все медали Wine of Moldova Contest`2025 — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,8642,9,,include,,,1f9517d3a6fee8f6eefd9fc07e4ec34ba07e6e3161fcdf5481694d2e335bcb65,1f9517d3a6fee8f6eefd9fc07e4ec34ba07e6e3161fcdf5481694d2e335bcb65
disc:doc_01fbdecbaf380d00,approved_crawled_document,doc_01fbdecbaf380d00,Загадка вин урожая-2024: в самой жаркой зоне – лучшие белые вина — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,5013,5,,include,,,9f600455444cde3e92e578298d9d1b1f42be63dae12ed70886c0757101bfce49,9f600455444cde3e92e578298d9d1b1f42be63dae12ed70886c0757101bfce49
disc:doc_02163588d0aed2f4,approved_crawled_document,doc_02163588d0aed2f4,Винные Регионы - Wine of Moldova,ru,approved,approved,true,postgres:knowledge_documents.text,1550,2,,include,,,6ba8c666504507b2a323eeb093f6a302aa071393cf89f331019fe94b13627f92,6ba8c666504507b2a323eeb093f6a302aa071393cf89f331019fe94b13627f92
disc:doc_026840c83bcd501a,approved_crawled_document,doc_026840c83bcd501a,День вина`2025 в Молдове: послесловие — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,10138,11,,include,,,a111215c159f679b5ff43b1e833d3103bbc4042312f6096089a4943737151b62,a111215c159f679b5ff43b1e833d3103bbc4042312f6096089a4943737151b62
disc:doc_0301a556a434e902,approved_crawled_document,doc_0301a556a434e902,Экспорт молдавской винодельческой продукции за I квартал 2026 г. — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,2764,3,,include,,,ddfb5a4c097b6ae0d08c42800adfb234514b1f46644423a56828363f4a157704,ddfb5a4c097b6ae0d08c42800adfb234514b1f46644423a56828363f4a157704
disc:doc_031c6214711341fd,approved_crawled_document,doc_031c6214711341fd,Группа Purcari Wineries подвела итоги за 2025 г. — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,8276,8,,include,,,21b4b8995f7f9ee30ba9aa0ff247bd16289983120fbdb0b498442dc5c1b72463,21b4b8995f7f9ee30ba9aa0ff247bd16289983120fbdb0b498442dc5c1b72463
disc:doc_03470cdd0189b379,approved_crawled_document,doc_03470cdd0189b379,Какая еда убивает вино? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,3800,4,,include,,,66be3a222f4042f3397c57c8d270541a604e7938a85f83fc3e41097efc87789d,66be3a222f4042f3397c57c8d270541a604e7938a85f83fc3e41097efc87789d
disc:doc_037d552e7f789809,approved_crawled_document,doc_037d552e7f789809,В центре Кишинева открыли винотеку и винный бар — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,9430,10,,include,,,5a270be809e55122b9c90d2a4c928d7a601efebe045d47d6fa8761222bdbcf31,5a270be809e55122b9c90d2a4c928d7a601efebe045d47d6fa8761222bdbcf31
disc:doc_06764da722717d26,approved_crawled_document,doc_06764da722717d26,Эксперименты с сортом Копчак: два вина Novak Copceac — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,12317,12,,include,,,7aa5081c898400ba143f99fb559fad132dced8576ce8abf1db4242a3fbe72292,7aa5081c898400ba143f99fb559fad132dced8576ce8abf1db4242a3fbe72292
disc:doc_06e715cdc60beb86,approved_crawled_document,doc_06e715cdc60beb86,Spiegelau – для винных эстетов — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,12541,12,,include,,,2d8d8c8b8b6e20ced3f3f565b749fb38421d54c6e8978eebec0f2b6df54c4c5a,2d8d8c8b8b6e20ced3f3f565b749fb38421d54c6e8978eebec0f2b6df54c4c5a
disc:doc_0980b9301982dec1,approved_crawled_document,doc_0980b9301982dec1,Два Master of Wine — о молдавских винах и не только — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,15009,13,,include,,,37f0e4eca5f2c660b14da1d1d4ca3e9194b6e8c96be2beba5a11ef1dcd4e063a,37f0e4eca5f2c660b14da1d1d4ca3e9194b6e8c96be2beba5a11ef1dcd4e063a
disc:doc_0b76fd7e1832434f,approved_crawled_document,doc_0b76fd7e1832434f,Александр Лукьянов: Я всё делал на эмоциях — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,10772,11,,include,,,591bfe3f67cacc670a593291251a38a7fbe11fba4f3361b0e256f96e3092d40f,591bfe3f67cacc670a593291251a38a7fbe11fba4f3361b0e256f96e3092d40f
disc:doc_0bcfbd0b3497ab8c,approved_crawled_document,doc_0bcfbd0b3497ab8c,Decanter World Wine Awards` 2026: у Молдовы 95 медалей на самом крупном конкурсе в мире — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,5164,5,,include,,,e147c2ce44eb20b81095013bf1a36ee9ef2dd403d91fc6775336b0b097587819,e147c2ce44eb20b81095013bf1a36ee9ef2dd403d91fc6775336b0b097587819
disc:doc_0d2bc3f54acd0556,approved_crawled_document,doc_0d2bc3f54acd0556,Mundus Vini Spring Tasting` 2026: у Молдовы 119 медалей — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,7213,7,,include,,,e25e8d15767ef555e6f7b62011af4aa89e8f6af6c6f588aa614ab2d16fb44ec7,e25e8d15767ef555e6f7b62011af4aa89e8f6af6c6f588aa614ab2d16fb44ec7
disc:doc_0d65268b39148cce,approved_crawled_document,doc_0d65268b39148cce,TE WA 100: Rara Neagră и Saperavi – со 100-летних лоз! — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,9369,10,,include,,,9804150686b08c9acf7287c244768d9350455be1f1d6d58086c993e3d39fcf6a,9804150686b08c9acf7287c244768d9350455be1f1d6d58086c993e3d39fcf6a
disc:doc_0e36f0b3af88ad36,approved_crawled_document,doc_0e36f0b3af88ad36,Vivai cooperativi Rauscedo: как выращивают 100 млн виноградных саженцев — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,20000,21,,include,,,211719cd001567f5a1d02cb78f1b93fd7932dbe2bc7cb5655fbae2186782cb91,211719cd001567f5a1d02cb78f1b93fd7932dbe2bc7cb5655fbae2186782cb91
disc:doc_0e52a4acdd539733,approved_crawled_document,doc_0e52a4acdd539733,Зачем декантировать игристое вино? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,5983,6,,include,,,206b81f845fac4e30c7a23835dc2c8b5b2e4ee6322b5d7da45dc23489259fbed,206b81f845fac4e30c7a23835dc2c8b5b2e4ee6322b5d7da45dc23489259fbed
disc:doc_0fd7ba44012fca1a,approved_crawled_document,doc_0fd7ba44012fca1a,Сангрию готовим сами — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4435,5,,include,,,199dbbafd2733d9b507eb110ca95db41f1b2717cf80f25eb1f728b62af199bfd,199dbbafd2733d9b507eb110ca95db41f1b2717cf80f25eb1f728b62af199bfd
disc:doc_1158ecebafe0c030,approved_crawled_document,doc_1158ecebafe0c030,"Центр инноваций ТУМ: студентам – опыт, виноделам — помощь — Wine and Spirits",ru,approved,approved,true,postgres:knowledge_documents.text,13556,15,,include,,,968e8fcc7e6684938a6eeea5753c2dabc5d7f52508cc64c60dff1daf3420f5a4,968e8fcc7e6684938a6eeea5753c2dabc5d7f52508cc64c60dff1daf3420f5a4
disc:doc_11dd1b3bd2a56742,approved_crawled_document,doc_11dd1b3bd2a56742,About ONVV - Wine of Moldova,en,approved,approved,true,postgres:knowledge_documents.text,9005,8,,include,,,315a32815687292a95045a6320e629d18afe35effb66fc8fea78aa0539e77aba,315a32815687292a95045a6320e629d18afe35effb66fc8fea78aa0539e77aba
disc:doc_1235a365e255fc16,approved_crawled_document,doc_1235a365e255fc16,Употребление алкоголя и сердечно-сосудистые заболевания — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,8123,8,,include,,,0326117545de3c4340adca5adeb86be016a40b10b209da8bb1cf0f6bc8be09ed,0326117545de3c4340adca5adeb86be016a40b10b209da8bb1cf0f6bc8be09ed
disc:doc_140b6ad36a5ac467,approved_crawled_document,doc_140b6ad36a5ac467,Despre - Purcari Wineries        Purcari Wineries,ro,approved,approved,true,postgres:knowledge_documents.text,1239,2,,include,,,43657223656786097075e844d2b3b65544cd5da7e35639dbac53012d9c5c6ea1,43657223656786097075e844d2b3b65544cd5da7e35639dbac53012d9c5c6ea1
disc:doc_142a593209fc4de8,approved_crawled_document,doc_142a593209fc4de8,От волонтёра — до награды OIV — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,2943,3,,include,,,7e18c45b6517a2e00d8455f2155c66e91baae92825b4985450ced6e5232e22f4,7e18c45b6517a2e00d8455f2155c66e91baae92825b4985450ced6e5232e22f4
disc:doc_160d6e7dced65e47,approved_crawled_document,doc_160d6e7dced65e47,ChatGPT против Vivino в выборе вина — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6993,8,,include,,,53b2c71173904bb8f8436f478100dd607fc03b7f688f63bf52410c47c703b416,53b2c71173904bb8f8436f478100dd607fc03b7f688f63bf52410c47c703b416
disc:doc_190f0d07025eb49d,approved_crawled_document,doc_190f0d07025eb49d,Как выбрать вино к пицце? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4343,4,,include,,,f4efed54df6647149049f0660fd86f3c47fb97b96128769214437fdb281b5301,f4efed54df6647149049f0660fd86f3c47fb97b96128769214437fdb281b5301
disc:doc_19de6fb6a019ec39,approved_crawled_document,doc_19de6fb6a019ec39,Как продвигают молдавские вина на разных рынках? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6521,6,,include,,,41d6557525bf86b63f66da298634938856efdfd7ebf90df85c99af1231ea5194,41d6557525bf86b63f66da298634938856efdfd7ebf90df85c99af1231ea5194
disc:doc_1a73bd0aa05b6718,approved_crawled_document,doc_1a73bd0aa05b6718,Ион Лука: «У меня огромные ожидания от Floricica» (ВИДЕО) — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6193,7,,include,,,8966d33054b739f889c642a5430589253d6ba36c45c941f46d9d543e9e856bab,8966d33054b739f889c642a5430589253d6ba36c45c941f46d9d543e9e856bab
disc:doc_1b2c58e45df48cc3,approved_crawled_document,doc_1b2c58e45df48cc3,Экспорт молдавской винодельческой продукции за 2025 г. — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6075,5,,include,,,b45b711f96a335438b7e8010686d4af7727d850fa8dc704465272f703a527771,b45b711f96a335438b7e8010686d4af7727d850fa8dc704465272f703a527771
disc:doc_1c0a49e822807495,approved_crawled_document,doc_1c0a49e822807495,Как достать провалившуюся пробку из бутылки с вином? (ВИДЕО) — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,1413,2,,include,,,54fc1eb9024b0867eb893001da597f8c6547e1ffc010fd3319189cbebb073854,54fc1eb9024b0867eb893001da597f8c6547e1ffc010fd3319189cbebb073854
disc:doc_1c2e62925892def9,approved_crawled_document,doc_1c2e62925892def9,Актуальная статистика по отрасли за 2025 г. — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,5280,4,,include,,,6ab5102ff9371d699838c2039b98199da7e138f92ba0b0a29af5e25193072d69,6ab5102ff9371d699838c2039b98199da7e138f92ba0b0a29af5e25193072d69
disc:doc_1c77689315dcf242,approved_crawled_document,doc_1c77689315dcf242,Малые производители вина создают историю успеха — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6830,7,,include,,,2dfde9f92143df6d0d95af22307dc53753bb72793abbdc8146e0a470a8648727,2dfde9f92143df6d0d95af22307dc53753bb72793abbdc8146e0a470a8648727
disc:doc_1d5e9f448243e110,approved_crawled_document,doc_1d5e9f448243e110,Our Wineries - Wine of Moldova,en,approved,approved,true,postgres:knowledge_documents.text,913,1,,include,,,e3ec32cb11bb07d05bf9733885d4ab673a71da57e44c98816a30fc2ec4d9efc0,e3ec32cb11bb07d05bf9733885d4ab673a71da57e44c98816a30fc2ec4d9efc0
disc:doc_1e112f381a3698e0,approved_crawled_document,doc_1e112f381a3698e0,Роджер Кордер: значение ресвератрола в вине преувеличено — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,12946,13,,include,,,3b8faca367fd4a32aefa2c82aa6c59a22e6e0ffd1e62ed9dcb4033e469144cda,3b8faca367fd4a32aefa2c82aa6c59a22e6e0ffd1e62ed9dcb4033e469144cda
disc:doc_1e5ec4d7014de5ed,approved_crawled_document,doc_1e5ec4d7014de5ed,Туры на винодельню - Vinuri de Comrat,ru,approved,approved,true,postgres:knowledge_documents.text,6442,7,,include,,,fbe28ed08831c8b94d31fc2c2d74ca8b66ed73e3e27be2210120b11e0fc612d7,fbe28ed08831c8b94d31fc2c2d74ca8b66ed73e3e27be2210120b11e0fc612d7
disc:doc_21996dcbf6644df1,approved_crawled_document,doc_21996dcbf6644df1,Наши Винодельни - Wine of Moldova,ru,approved,approved,true,postgres:knowledge_documents.text,942,1,,include,,,fbdfe3c0a7b1c33542331ae5245c0ea6fb6e03566c216c7cb7d79cb33405a56f,fbdfe3c0a7b1c33542331ae5245c0ea6fb6e03566c216c7cb7d79cb33405a56f
disc:doc_22100b77e6a72f82,approved_crawled_document,doc_22100b77e6a72f82,Выбираем дивин к праздничному столу — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,11809,13,,include,,,c027b3f79d8af19609e4392369e6235c447f543fc1fb786643ca647c48226508,c027b3f79d8af19609e4392369e6235c447f543fc1fb786643ca647c48226508
disc:doc_247c919f08742c17,approved_crawled_document,doc_247c919f08742c17,Сезон виноделия-2024: «Вина обладают большим потенциалом для старения» — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4734,6,,include,,,2fa0f568cd23cb5eb3bea9bfbcbf5f5b29ca63945a1f92529c20b10b5f3e9162,2fa0f568cd23cb5eb3bea9bfbcbf5f5b29ca63945a1f92529c20b10b5f3e9162
disc:doc_26239fc87cecf026,approved_crawled_document,doc_26239fc87cecf026,Как правильно откупорить бутылку «петната»? (ВИДЕО) — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,4566,4,,include,,,0ab53a406fcf4df69dba08a5b7c98a6a8439ca1503979cee94c8774c0c7968d9,0ab53a406fcf4df69dba08a5b7c98a6a8439ca1503979cee94c8774c0c7968d9
disc:doc_2771b6e3a2c01a3e,approved_crawled_document,doc_2771b6e3a2c01a3e,Почему у некоторых людей болит голова после красного вина? — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,6894,7,,include,,,1a22504a8e872490f3216dbb303738ca112c48a700a131ef99f607952ea2fdfb,1a22504a8e872490f3216dbb303738ca112c48a700a131ef99f607952ea2fdfb
disc:doc_287f68dda47ee9fc,approved_crawled_document,doc_287f68dda47ee9fc,Сергей Борец: «Равных мне по порыву в Молдове не было и нет!» — Wine and Spirits,ru,approved,approved,true,postgres:knowledge_documents.text,11629,12,,include,,,957cbf41cdb0f8bb1bca8c2520dd2af396851bc9a26d456f4d2f44cf32792757,957cbf41cdb0f8bb1bca8c2520dd2af396851bc9a26d456f4d2f44cf32792757
